2022-01-10 13:23:42,134 - ===> loading train, validation and eval dataset
2022-01-10 13:23:42,138 - ### Model summary below###
 SpkClassifier(
  (classifier): Sequential(
    (0): Linear(in_features=256, out_features=512, bias=True)
    (1): BatchNorm1d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): ReLU()
    (3): Linear(in_features=512, out_features=251, bias=True)
  )
)

2022-01-10 13:23:42,138 - ===> Model total parameter: 261371

2022-01-10 13:23:42,221 - Train Epoch: 1 [0.0/22831 (0%)]	lr:0.00025	Accuracy: 0.0156	Loss: 6.606148
2022-01-10 13:23:42,562 - Train Epoch: 1 [320.0/22831 (1%)]	lr:0.00150	Accuracy: 0.0469	Loss: 5.984301
2022-01-10 13:23:42,888 - Train Epoch: 1 [640.0/22831 (3%)]	lr:0.00275	Accuracy: 0.0469	Loss: 5.059692
2022-01-10 13:23:43,209 - Train Epoch: 1 [960.0/22831 (4%)]	lr:0.00400	Accuracy: 0.2969	Loss: 3.736192
2022-01-10 13:23:43,532 - Train Epoch: 1 [1280.0/22831 (6%)]	lr:0.00525	Accuracy: 0.3438	Loss: 3.358822
2022-01-10 13:23:43,856 - Train Epoch: 1 [1600.0/22831 (7%)]	lr:0.00650	Accuracy: 0.4531	Loss: 2.430814
2022-01-10 13:23:44,179 - Train Epoch: 1 [1920.0/22831 (8%)]	lr:0.00775	Accuracy: 0.5625	Loss: 1.850440
2022-01-10 13:23:44,501 - Train Epoch: 1 [2240.0/22831 (10%)]	lr:0.00900	Accuracy: 0.7344	Loss: 1.153108
2022-01-10 13:23:44,826 - Train Epoch: 1 [2560.0/22831 (11%)]	lr:0.01025	Accuracy: 0.5156	Loss: 1.816932
2022-01-10 13:23:45,149 - Train Epoch: 1 [2880.0/22831 (13%)]	lr:0.01150	Accuracy: 0.6250	Loss: 1.419178
2022-01-10 13:23:45,473 - Train Epoch: 1 [3200.0/22831 (14%)]	lr:0.01238	Accuracy: 0.7812	Loss: 0.913261
2022-01-10 13:23:45,797 - Train Epoch: 1 [3520.0/22831 (15%)]	lr:0.01181	Accuracy: 0.7500	Loss: 0.854624
2022-01-10 13:23:46,121 - Train Epoch: 1 [3840.0/22831 (17%)]	lr:0.01132	Accuracy: 0.7656	Loss: 0.789368
2022-01-10 13:23:46,446 - Train Epoch: 1 [4160.0/22831 (18%)]	lr:0.01088	Accuracy: 0.7812	Loss: 0.921597
2022-01-10 13:23:46,773 - Train Epoch: 1 [4480.0/22831 (20%)]	lr:0.01049	Accuracy: 0.7969	Loss: 0.852403
2022-01-10 13:23:47,101 - Train Epoch: 1 [4800.0/22831 (21%)]	lr:0.01014	Accuracy: 0.8594	Loss: 0.546894
2022-01-10 13:23:47,426 - Train Epoch: 1 [5120.0/22831 (22%)]	lr:0.00982	Accuracy: 0.8594	Loss: 0.390474
2022-01-10 13:23:47,751 - Train Epoch: 1 [5440.0/22831 (24%)]	lr:0.00953	Accuracy: 0.8594	Loss: 0.361105
2022-01-10 13:23:48,076 - Train Epoch: 1 [5760.0/22831 (25%)]	lr:0.00927	Accuracy: 0.8594	Loss: 0.597226
2022-01-10 13:23:48,402 - Train Epoch: 1 [6080.0/22831 (27%)]	lr:0.00902	Accuracy: 0.8750	Loss: 0.472060
2022-01-10 13:23:48,726 - Train Epoch: 1 [6400.0/22831 (28%)]	lr:0.00879	Accuracy: 0.8594	Loss: 0.524266
2022-01-10 13:23:49,051 - Train Epoch: 1 [6720.0/22831 (29%)]	lr:0.00859	Accuracy: 0.9375	Loss: 0.248499
2022-01-10 13:23:49,377 - Train Epoch: 1 [7040.0/22831 (31%)]	lr:0.00839	Accuracy: 0.8750	Loss: 0.432034
2022-01-10 13:23:49,703 - Train Epoch: 1 [7360.0/22831 (32%)]	lr:0.00821	Accuracy: 0.9375	Loss: 0.219333
2022-01-10 13:23:50,031 - Train Epoch: 1 [7680.0/22831 (34%)]	lr:0.00804	Accuracy: 0.9531	Loss: 0.153769
2022-01-10 13:23:50,355 - Train Epoch: 1 [8000.0/22831 (35%)]	lr:0.00787	Accuracy: 0.8906	Loss: 0.277594
2022-01-10 13:23:50,681 - Train Epoch: 1 [8320.0/22831 (36%)]	lr:0.00772	Accuracy: 0.9219	Loss: 0.233717
2022-01-10 13:23:51,007 - Train Epoch: 1 [8640.0/22831 (38%)]	lr:0.00758	Accuracy: 0.9531	Loss: 0.188888
2022-01-10 13:23:51,333 - Train Epoch: 1 [8960.0/22831 (39%)]	lr:0.00744	Accuracy: 0.8906	Loss: 0.368479
2022-01-10 13:23:51,656 - Train Epoch: 1 [9280.0/22831 (41%)]	lr:0.00732	Accuracy: 0.9219	Loss: 0.258650
2022-01-10 13:23:51,982 - Train Epoch: 1 [9600.0/22831 (42%)]	lr:0.00719	Accuracy: 0.9375	Loss: 0.198306
2022-01-10 13:23:52,306 - Train Epoch: 1 [9920.0/22831 (43%)]	lr:0.00708	Accuracy: 0.9375	Loss: 0.233362
2022-01-10 13:23:52,630 - Train Epoch: 1 [10240.0/22831 (45%)]	lr:0.00697	Accuracy: 0.9531	Loss: 0.233334
2022-01-10 13:23:52,955 - Train Epoch: 1 [10560.0/22831 (46%)]	lr:0.00686	Accuracy: 0.9375	Loss: 0.183171
2022-01-10 13:23:53,277 - Train Epoch: 1 [10880.0/22831 (48%)]	lr:0.00676	Accuracy: 0.9375	Loss: 0.159232
2022-01-10 13:23:53,601 - Train Epoch: 1 [11200.0/22831 (49%)]	lr:0.00666	Accuracy: 0.9844	Loss: 0.074626
2022-01-10 13:23:53,925 - Train Epoch: 1 [11520.0/22831 (50%)]	lr:0.00657	Accuracy: 1.0000	Loss: 0.107846
2022-01-10 13:23:54,250 - Train Epoch: 1 [11840.0/22831 (52%)]	lr:0.00648	Accuracy: 0.9688	Loss: 0.145395
2022-01-10 13:23:54,573 - Train Epoch: 1 [12160.0/22831 (53%)]	lr:0.00640	Accuracy: 0.9375	Loss: 0.151086
2022-01-10 13:23:54,903 - Train Epoch: 1 [12480.0/22831 (55%)]	lr:0.00631	Accuracy: 0.9688	Loss: 0.191515
2022-01-10 13:23:55,231 - Train Epoch: 1 [12800.0/22831 (56%)]	lr:0.00623	Accuracy: 0.9219	Loss: 0.212725
2022-01-10 13:23:55,557 - Train Epoch: 1 [13120.0/22831 (57%)]	lr:0.00616	Accuracy: 0.9531	Loss: 0.200843
2022-01-10 13:23:55,883 - Train Epoch: 1 [13440.0/22831 (59%)]	lr:0.00608	Accuracy: 0.9062	Loss: 0.265177
2022-01-10 13:23:56,212 - Train Epoch: 1 [13760.0/22831 (60%)]	lr:0.00601	Accuracy: 0.9375	Loss: 0.205043
2022-01-10 13:23:56,538 - Train Epoch: 1 [14080.0/22831 (62%)]	lr:0.00595	Accuracy: 1.0000	Loss: 0.041506
2022-01-10 13:23:56,864 - Train Epoch: 1 [14400.0/22831 (63%)]	lr:0.00588	Accuracy: 0.9844	Loss: 0.100622
2022-01-10 13:23:57,191 - Train Epoch: 1 [14720.0/22831 (64%)]	lr:0.00582	Accuracy: 0.9219	Loss: 0.213797
2022-01-10 13:23:57,517 - Train Epoch: 1 [15040.0/22831 (66%)]	lr:0.00575	Accuracy: 0.9844	Loss: 0.107136
2022-01-10 13:23:57,843 - Train Epoch: 1 [15360.0/22831 (67%)]	lr:0.00569	Accuracy: 0.9844	Loss: 0.067954
2022-01-10 13:23:58,170 - Train Epoch: 1 [15680.0/22831 (69%)]	lr:0.00564	Accuracy: 0.9219	Loss: 0.218775
2022-01-10 13:23:58,496 - Train Epoch: 1 [16000.0/22831 (70%)]	lr:0.00558	Accuracy: 0.9688	Loss: 0.161357
2022-01-10 13:23:58,821 - Train Epoch: 1 [16320.0/22831 (71%)]	lr:0.00552	Accuracy: 0.9688	Loss: 0.115816
2022-01-10 13:23:59,149 - Train Epoch: 1 [16640.0/22831 (73%)]	lr:0.00547	Accuracy: 0.9375	Loss: 0.154988
2022-01-10 13:23:59,474 - Train Epoch: 1 [16960.0/22831 (74%)]	lr:0.00542	Accuracy: 0.9844	Loss: 0.083385
2022-01-10 13:23:59,799 - Train Epoch: 1 [17280.0/22831 (76%)]	lr:0.00537	Accuracy: 0.9531	Loss: 0.130451
2022-01-10 13:24:00,126 - Train Epoch: 1 [17600.0/22831 (77%)]	lr:0.00532	Accuracy: 1.0000	Loss: 0.040432
2022-01-10 13:24:00,454 - Train Epoch: 1 [17920.0/22831 (78%)]	lr:0.00527	Accuracy: 0.9219	Loss: 0.208134
2022-01-10 13:24:00,780 - Train Epoch: 1 [18240.0/22831 (80%)]	lr:0.00523	Accuracy: 0.9375	Loss: 0.196144
2022-01-10 13:24:01,107 - Train Epoch: 1 [18560.0/22831 (81%)]	lr:0.00518	Accuracy: 1.0000	Loss: 0.062253
2022-01-10 13:24:01,435 - Train Epoch: 1 [18880.0/22831 (83%)]	lr:0.00514	Accuracy: 0.9375	Loss: 0.126323
2022-01-10 13:24:01,761 - Train Epoch: 1 [19200.0/22831 (84%)]	lr:0.00509	Accuracy: 1.0000	Loss: 0.051064
2022-01-10 13:24:02,088 - Train Epoch: 1 [19520.0/22831 (85%)]	lr:0.00505	Accuracy: 0.9688	Loss: 0.143773
2022-01-10 13:24:02,415 - Train Epoch: 1 [19840.0/22831 (87%)]	lr:0.00501	Accuracy: 0.9844	Loss: 0.088616
2022-01-10 13:24:02,741 - Train Epoch: 1 [20160.0/22831 (88%)]	lr:0.00497	Accuracy: 0.9375	Loss: 0.188617
2022-01-10 13:24:03,067 - Train Epoch: 1 [20480.0/22831 (90%)]	lr:0.00493	Accuracy: 0.9219	Loss: 0.137585
2022-01-10 13:24:03,396 - Train Epoch: 1 [20800.0/22831 (91%)]	lr:0.00490	Accuracy: 1.0000	Loss: 0.089715
2022-01-10 13:24:03,720 - Train Epoch: 1 [21120.0/22831 (92%)]	lr:0.00486	Accuracy: 0.9531	Loss: 0.184640
2022-01-10 13:24:04,052 - Train Epoch: 1 [21440.0/22831 (94%)]	lr:0.00482	Accuracy: 0.9844	Loss: 0.069604
2022-01-10 13:24:04,381 - Train Epoch: 1 [21760.0/22831 (95%)]	lr:0.00479	Accuracy: 0.9375	Loss: 0.168442
2022-01-10 13:24:04,709 - Train Epoch: 1 [22080.0/22831 (97%)]	lr:0.00475	Accuracy: 0.9688	Loss: 0.103375
2022-01-10 13:24:05,037 - Train Epoch: 1 [22400.0/22831 (98%)]	lr:0.00472	Accuracy: 0.9844	Loss: 0.045030
2022-01-10 13:24:05,367 - Train Epoch: 1 [22720.0/22831 (99%)]	lr:0.00468	Accuracy: 0.9688	Loss: 0.244681
2022-01-10 13:24:05,420 - Starting Validation
